DATE,BOXRSA
1994-03-01,67.468920183214
1994-04-01,68.02622307684
1994-05-01,67.93091046091
1994-06-01,68.127174979412
1994-07-01,68.163033690787
1994-08-01,68.287061013539
1994-09-01,68.441925348082
1994-10-01,68.655918199317
1994-11-01,68.791136358476
1994-12-01,68.780349612441
1995-01-01,68.79354968857
1995-02-01,69.012339429564
1995-03-01,69.12558135297
1995-04-01,68.98109005281
1995-05-01,69.093520151181
1995-06-01,69.389104766846
1995-07-01,69.696546822982
1995-08-01,70.02586283626701
1995-09-01,70.124278964313
1995-10-01,70.142451802001
1995-11-01,70.11222412271401
1995-12-01,70.266057533404
1996-01-01,70.68080928264101
1996-02-01,70.957170371098
1996-03-01,71.39313961426998
1996-04-01,71.656580775849
1996-05-01,71.819217930726
1996-06-01,72.083989080526
1996-07-01,72.436768515605
1996-08-01,72.932056627039
1996-09-01,73.017873452454
1996-10-01,73.324347935344
1996-11-01,73.47579849667599
1996-12-01,74.19628004701299
1997-01-01,74.608487854619
1997-02-01,74.90566824383001
1997-03-01,75.353968528505
1997-04-01,75.725513039733
1997-05-01,76.132557661841
1997-06-01,76.494662833562
1997-07-01,76.753209376437
1997-08-01,77.074229863117
1997-09-01,77.442385031637
1997-10-01,78.002175658701
1997-11-01,78.61892056944001
1997-12-01,79.284755244
1998-01-01,79.899480456458
1998-02-01,80.574024738636
1998-03-01,81.178113787605
1998-04-01,81.945687217221
1998-05-01,82.79338062280699
1998-06-01,83.683588486135
1998-07-01,84.49043809639
1998-08-01,85.27779742559
1998-09-01,86.202293067925
1998-10-01,86.575250389921
1998-11-01,86.883521750805
1998-12-01,87.787844784235
1999-01-01,89.24213958893499
1999-02-01,90.56060727531799
1999-03-01,91.288558508564
1999-04-01,92.153382498171
1999-05-01,92.999174881938
1999-06-01,93.800590663251
1999-07-01,95.077946781057
1999-08-01,96.080050130709
1999-09-01,97.204709509165
1999-10-01,98.212419626131
1999-11-01,99.270912320609
1999-12-01,100.358313367199
2000-01-01,100.919817087723
2000-02-01,101.89422153839199
2000-03-01,102.651012186218
2000-04-01,104.347652476361
2000-05-01,106.009542870033
2000-06-01,107.930273321548
2000-07-01,108.924528436022
2000-08-01,110.129174084612
2000-09-01,111.37084525510099
2000-10-01,112.969418582665
2000-11-01,114.77024889801001
2000-12-01,116.95049656668199
2001-01-01,118.837638318787
2001-02-01,120.406708431625
2001-03-01,121.556149799116
2001-04-01,122.739598795294
2001-05-01,123.17764626152399
2001-06-01,124.43970845320601
2001-07-01,125.60149333705799
2001-08-01,126.94309911926901
2001-09-01,128.146097209521
2001-10-01,129.133296072532
2001-11-01,130.181564570957
2001-12-01,130.509512297198
2002-01-01,131.353007829278
2002-02-01,131.773577114516
2002-03-01,132.967908611237
2002-04-01,134.527804243342
2002-05-01,136.681797865719
2002-06-01,138.771836313223
2002-07-01,140.541563815535
2002-08-01,142.307937160912
2002-09-01,144.20312773007402
2002-10-01,145.848388920038
2002-11-01,147.40932042887502
2002-12-01,147.858350377589
2003-01-01,148.52458023073
2003-02-01,149.697897366299
2003-03-01,150.972861976175
2003-04-01,151.641760391954
2003-05-01,151.878975648175
2003-06-01,152.378728559986
2003-07-01,152.891996711387
2003-08-01,153.56469285768802
2003-09-01,154.607061839897
2003-10-01,155.901888422979
2003-11-01,157.68269674793999
2003-12-01,159.30347408041501
2004-01-01,160.572802798216
2004-02-01,161.98735196924
2004-03-01,163.253339154638
2004-04-01,165.53147908636498
2004-05-01,166.174508009507
2004-06-01,167.516731075783
2004-07-01,168.141203574835
2004-08-01,169.289113913672
2004-09-01,170.158817831882
2004-10-01,172.048346608172
2004-11-01,173.052205582127
2004-12-01,174.31858477856002
2005-01-01,175.759624029738
2005-02-01,177.935592075343
2005-03-01,179.46014374920298
2005-04-01,180.49320236589801
2005-05-01,180.71003360525
2005-06-01,180.08312595382702
2005-07-01,180.011992408256
2005-08-01,179.700988515737
2005-09-01,180.147647497396
2005-10-01,180.012969473757
2005-11-01,180.81194345688098
2005-12-01,180.437684509948
2006-01-01,180.626938426185
2006-02-01,179.543714772647
2006-03-01,180.049948451395
2006-04-01,179.34217795110598
2006-05-01,178.32561964899298
2006-06-01,176.495036657916
2006-07-01,175.601660927248
2006-08-01,174.91755166019502
2006-09-01,173.847765998835
2006-10-01,173.73154628996002
2006-11-01,171.911215701489
2006-12-01,171.287870163918
2007-01-01,170.577585505737
2007-02-01,171.2822052459
2007-03-01,171.851320077385
2007-04-01,171.64876421268698
2007-05-01,170.934055510447
2007-06-01,169.70686496969
2007-07-01,169.228909232761
2007-08-01,167.986617038423
2007-09-01,168.040549285209
2007-10-01,167.41255002421002
2007-11-01,166.957964941122
2007-12-01,165.528702175338
2008-01-01,164.753509829975
2008-02-01,163.53145181341299
2008-03-01,162.222552166051
2008-04-01,160.953195925963
2008-05-01,160.576881187202
2008-06-01,160.547072545034
2008-07-01,159.673718055845
2008-08-01,159.491824061729
2008-09-01,158.220706792848
2008-10-01,157.436555680379
2008-11-01,154.843018625145
2008-12-01,153.99833785566798
2009-01-01,152.676341034714
2009-02-01,151.909177108375
2009-03-01,149.67179403336598
2009-04-01,148.790514178558
2009-05-01,149.164051075431
2009-06-01,150.841551093262
2009-07-01,151.36894579398398
2009-08-01,152.391976730827
2009-09-01,152.803410786293
2009-10-01,153.146220630971
2009-11-01,154.080811353772
2009-12-01,154.83527848073402
2010-01-01,154.97725515717698
2010-02-01,154.731749725485
2010-03-01,155.616574296982
2010-04-01,156.040226459372
2010-05-01,156.411293886006
2010-06-01,155.726458758727
2010-07-01,155.267251264415
2010-08-01,154.50595798289302
2010-09-01,153.38890465456302
2010-10-01,153.000817122149
2010-11-01,153.066055108212
2010-12-01,153.70408841867902
2011-01-01,154.205082396396
2011-02-01,153.233980433759
2011-03-01,151.378622618483
2011-04-01,149.23822697078
2011-05-01,151.179004109983
2011-06-01,152.328830167612
2011-07-01,152.161003538426
2011-08-01,151.78681447571998
2011-09-01,151.610647772898
2011-10-01,151.611535207987
2011-11-01,150.81357481202602
2011-12-01,149.83113159427
2012-01-01,149.917370670824
2012-02-01,149.579607320418
2012-03-01,149.625848133472
2012-04-01,148.977588923244
2012-05-01,150.66804695722098
2012-06-01,152.276524635457
2012-07-01,153.647840316855
2012-08-01,154.643676187811
2012-09-01,154.63294663165001
2012-10-01,154.22506350288
2012-11-01,154.283958693773
2012-12-01,155.276669895984
2013-01-01,155.998897764932
2013-02-01,157.29631141957898
2013-03-01,159.104470798114
2013-04-01,160.639652598643
2013-05-01,161.649584689128
2013-06-01,162.546632882949
2013-07-01,163.573415851954
2013-08-01,164.81993307269198
2013-09-01,166.524308994627
2013-10-01,167.684448165852
2013-11-01,169.476187907548
2013-12-01,170.306122355112
2014-01-01,170.231979631856
2014-02-01,170.420781395988
2014-03-01,171.44948693678498
2014-04-01,174.678341447219
2014-05-01,174.76353858145802
2014-06-01,174.00823734269198
2014-07-01,173.152316472933
2014-08-01,173.487034126412
2014-09-01,174.170760722831
2014-10-01,175.02560276531503
2014-11-01,175.975547379147
2014-12-01,176.634403584661
2015-01-01,178.24047137641102
2015-02-01,178.72738666986402
2015-03-01,178.702410861413
2015-04-01,177.21332193633302
2015-05-01,178.398361223727
2015-06-01,179.746759176119
2015-07-01,180.96563751668498
2015-08-01,181.831017408759
2015-09-01,182.462601007815
2015-10-01,183.644598468618
2015-11-01,183.853982542103
2015-12-01,184.414804973491
2016-01-01,184.519324561569
2016-02-01,185.11295710159303
2016-03-01,186.174372918652
2016-04-01,187.015153836128
2016-05-01,188.215266075411
2016-06-01,188.24476969348098
2016-07-01,188.799531703577
2016-08-01,189.620784873326
2016-09-01,190.53366833939302
2016-10-01,191.87694579219502
2016-11-01,193.693490606869
2016-12-01,195.666322711925
2017-01-01,197.25557377585
2017-02-01,198.783021302935
2017-03-01,199.724608177094
2017-04-01,199.235106148951
2017-05-01,199.4514625244
2017-06-01,200.11250549332698
2017-07-01,202.045842530209
2017-08-01,203.09825031064997
2017-09-01,204.55174904343602
2017-10-01,205.096546272159
2017-11-01,205.49820416601798
2017-12-01,206.233188718482
2018-01-01,207.68172792968102
2018-02-01,210.29859946981497
2018-03-01,210.528608476087
2018-04-01,212.47167107719798
2018-05-01,213.083602776898
2018-06-01,213.86141251416697
2018-07-01,213.992509889792
2018-08-01,214.37169339539798
2018-09-01,214.94426830416
2018-10-01,215.98687850176202
2018-11-01,216.66968395926497
2018-12-01,216.674227492887
2019-01-01,216.90685270127898
2019-02-01,216.93793240923802
2019-03-01,218.220355280779
2019-04-01,220.555743993578
2019-05-01,220.543284171546
2019-06-01,221.931320742971
2019-07-01,222.385120760421
2019-08-01,222.92264392495701
2019-09-01,222.52290378685
2019-10-01,223.44043190196498
2019-11-01,224.90420637753502
2019-12-01,226.15297110640202
2020-01-01,226.538612870754
2020-02-01,227.457287056368
2020-03-01,228.369052969147
2020-04-01,229.98358186372897
2020-05-01,229.886014733064
2020-06-01,229.746375137276
2020-07-01,232.32033462955002
2020-08-01,235.711080806059
2020-09-01,239.871004220521
2020-10-01,244.47111803000098
2020-11-01,248.340916937358
2020-12-01,251.82264354947898
2021-01-01,255.21234328254798
2021-02-01,258.667758921267
2021-03-01,262.227177668468
